seed,drawCount,GetDeal,GetDealForCardGame,GetDealForCardGame2,MovesMadeOutputForCardGame,result.Result,result.CardsInFoundation,result.MovesMade,result.TimesThroughDeck,result.States,result.Time,result.SolutionCount
100100,3,'113021024073053061084093031064131043123063092032011111122121054114102044133034134071042101052112124081082033022023062072012014091083104074132094041013103051',+JH*2C*+9H*2S*3C*+6H*7H*6S*9D*+QD*5H*KC*3D*QC*+TD*6C*4H*AC*5S*4S*+3S*8S*QH*JC*JS*KH*KS*+7C*4D*TC*5D*JD*QS*8C*8D*3H*2D*2H*6D*7D*AD*AS*9C*8H*TS*7S*KD*9S*4C*AH*TH*5C,24:11:1:1*28:2:2:0*22:9:1:1*41:2:3:0*29:3:2:0*19:6:1:1*20:7:1:0*45:6:3:0*9:9:0:0*12:12:0:1*18:5:1:0*39:13:2:0*3:3:0:0*38:12:2:0*10:10:0:1*32:6:2:0*17:4:1:0*27:1:2:0*44:5:3:0*43:4:3:0*42:3:3:1*47:8:3:0*25:12:1:0*37:11:2:0*50:11:3:0*26:13:1:0*52:13:3:0*33:7:2:1*4:4:0:0*36:10:2:0*5:5:0:0*11:11:0:0*51:12:3:0*34:8:2:0*8:8:0:0*16:3:1:0*2:2:0:0*15:2:1:0*6:6:0:0*7:7:0:0*1:1:0:0*40:1:3:0*35:9:2:0*21:8:1:0*49:10:3:0*46:7:3:0*13:13:0:0*48:9:3:0*30:4:2:0*14:1:1:0*23:10:1:0*31:5:2:0,5:-1:-1*5:-1:-1*1:34:22*5:-1:-1*5:-1:-1*5:-1:-1*1:35:10*1:40:-104*1:1:-102*5:-1:-1*5:-1:-1*5:-1:-1*6:-1:-1*5:-1:-1*5:-1:-1*1:8:35*5:-1:-1*1:15:42*1:2:1*5:-1:-1*5:-1:-1*5:-1:-1*1:14:-101*1:15:14*5:-1:-1*6:-1:-1*5:-1:-1*5:-1:-1*1:16:15,Impossible,6,27,3,334259,00:00:05.2728981,0
100110,3,'061093042114101113094032051083044043064131033072053112071111063082022073062014054084123122134041021081074052011133012103121124091102092013034023104024132031',+6C*9H*+3D*4D*5C*+KC*JS*8H*3H*+7C*TC*4S*7D*JC*+2D*JH*4H*5H*6H*7H*+AS*9S*6S*JD*8D*6D*5S*+8S*QH*QD*KS*4C*2C*8C*7S*5D*AC*KH*AD*TH*QC*QS*9C*TD*9D*AH*3S*2H*TS*2S*KD*3C,32:6:2:1*22:9:1:0*3:3:0:1*4:4:0:0*31:5:2:0*39:13:2:1*50:11:3:0*21:8:1:0*16:3:1:0*33:7:2:1*36:10:2:0*43:4:3:0*7:7:0:0*37:11:2:0*2:2:0:1*24:11:1:0*17:4:1:0*18:5:1:0*19:6:1:0*20:7:1:0*40:1:3:1*48:9:3:0*45:6:3:0*11:11:0:0*8:8:0:0*6:6:0:0*44:5:3:0*47:8:3:1*25:12:1:0*12:12:0:0*52:13:3:0*30:4:2:0*28:2:2:0*34:8:2:0*46:7:3:0*5:5:0:0*27:1:2:0*26:13:1:0*1:1:0:0*23:10:1:0*38:12:2:0*51:12:3:0*35:9:2:0*10:10:0:0*9:9:0:0*14:1:1:0*42:3:3:0*15:2:1:0*49:10:3:0*41:2:3:0*13:13:0:0*29:3:2:0,1:40:-104*2:20:-1*1:20:47*2:19:-1*1:32:20*5:-1:-1*1:52:-105*1:12:52*5:-1:-1*5:-1:-1*1:27:-103*1:19:33*2:18:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:14:-101*5:-1:-1*5:-1:-1*6:-1:-1*5:-1:-1*1:28:27*1:30:18*1:3:30*2:22:-1*1:47:22*2:44:-1*1:18:32*2:17:-1*1:17:44*2:24:-1*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:41:40*1:49:24*1:15:14*1:42:41*5:-1:-1*1:29:28*6:-1:-1*5:-1:-1*5:-1:-1*1:1:-102*1:2:1*2:37:-1*1:3:2*1:30:29*1:22:49*1:39:-106*2:31:-1*1:31:30*2:4:-1*1:4:3*1:26:-107*1:5:4*1:44:19*2:6:-1*1:6:5*2:8:-1*1:33:8*2:16:-1*1:16:15*2:21:-1*1:17:16*1:18:17*1:32:31*1:37:12*2:7:-1*1:7:6*2:43:-1*1:43:42*2:36:-1*1:44:43*1:19:18*1:20:19*1:33:32*1:8:7*2:11:-1*1:46:21*1:34:33*5:-1:-1*5:-1:-1*1:9:8*1:10:9*1:11:10*2:45:-1*1:45:44*2:48:-1*1:46:45*1:21:20*2:50:-1*1:47:46*1:22:21*1:48:47*1:49:48*1:50:49*1:35:34*1:36:35*1:37:36*1:12:11*1:51:50*1:52:51*1:38:37*1:39:38*1:23:22*1:24:23*1:25:24*1:26:25*5:-1:-1*1:13:12,Minimal,52,90,3,803437,00:00:15.2920900,2
100120,3,'064011094104123082052053101134114042093091081062063071111013131034032073023083044132133033024021043072121092113102122103014041112054022074031061084012124051',+6S*AC*+5H*9S*TC*+9C*TS*KS*8C*+JC*QH*JS*6D*AH*+3D*8D*4D*6H*KC*7H*+8H*5D*9H*7C*3S*2H*4S*+KD*KH*3H*2S*2C*4H*7D*QC*9D*JH*TD*QD*TH*AS*4C*JD*5S*2D*7S*3C*6C*8S*AD*QS*5C,45:6:3:1*27:1:2:0*18:5:1:1*48:9:3:0*36:10:2:0*35:9:2:1*49:10:3:0*52:13:3:0*34:8:2:0*37:11:2:1*25:12:1:0*50:11:3:0*6:6:0:0*14:1:1:0*3:3:0:1*8:8:0:0*4:4:0:0*19:6:1:0*39:13:2:0*20:7:1:0*21:8:1:1*5:5:0:0*22:9:1:0*33:7:2:0*42:3:3:0*15:2:1:0*43:4:3:0*13:13:0:1*26:13:1:0*16:3:1:0*41:2:3:0*28:2:2:0*17:4:1:0*7:7:0:0*38:12:2:0*9:9:0:0*24:11:1:0*10:10:0:0*12:12:0:0*23:10:1:0*40:1:3:0*30:4:2:0*11:11:0:0*44:5:3:0*2:2:0:0*46:7:3:0*29:3:2:0*32:6:2:0*47:8:3:0*1:1:0:0*51:12:3:0*31:5:2:0,1:18:45*2:27:-1*1:27:-103*1:13:-106*2:43:-1*1:3:43*2:14:-1*1:14:-101*2:6:-1*1:43:18*2:15:-1*1:15:14*2:42:-1*5:-1:-1*1:41:3*1:16:15*1:21:35*2:20:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:23:37*5:-1:-1*5:-1:-1*1:46:21*5:-1:-1*5:-1:-1*6:-1:-1*5:-1:-1*1:17:16*1:28:27*1:35:23*2:36:-1*5:-1:-1*1:9:36*1:38:13*5:-1:-1*5:-1:-1*5:-1:-1*1:29:28*5:-1:-1*1:1:-102*1:47:9*1:20:47*2:39:-1*1:32:20*1:2:1*1:44:6*1:11:38*1:30:29*1:40:-104*1:41:40*1:3:2*1:42:41*2:33:-1*1:43:42*1:18:17*1:44:43*1:45:44*1:46:45*1:39:-105*2:19:-1*1:19:18*2:4:-1*1:4:3*2:8:-1*1:12:39*5:-1:-1*1:31:30*1:32:31*1:20:19*1:47:46*1:21:20*1:33:32*2:22:-1*1:22:21*2:5:-1*1:5:4*1:6:5*2:50:-1*1:37:12*2:34:-1*1:34:33*2:52:-1*1:35:34*1:23:22*1:36:11*2:48:-1*1:48:47*1:52:-107*2:49:-1*1:49:48*1:50:49*2:25:-1*1:51:50*1:52:51*1:10:37*1:24:23*1:25:24*1:7:6*1:8:7*1:9:8*1:10:9*1:36:35*1:37:36*1:11:10*1:12:11*1:38:37*1:39:38*1:13:12*1:26:25,Minimal,52,89,2,1261318,00:00:21.9094098,4
100130,3,'132122041121112103073134061083081091051011012133104044114074093031064131062042023052022094084092071021111101072113033014082043013054102053034024032123124063',+KD*QD*+KS*4C*6C*+AC*QC*8H*AD*+JS*JD*8C*KH*7S*+6S*TH*9C*TS*9H*KC*+4D*7H*5C*4S*3C*6D*2H*+5D*2D*9S*8S*9D*7C*2C*JC*TC*7D*JH*3H*AS*8D*4H*AH*5S*TD*5H*3S*2S*3D*QH*QS*6H,13:13:0:1*12:12:0:0*52:13:3:1*30:4:2:0*32:6:2:0*27:1:2:1*38:12:2:0*21:8:1:0*1:1:0:0*50:11:3:1*11:11:0:0*34:8:2:0*26:13:1:0*46:7:3:0*45:6:3:1*23:10:1:0*35:9:2:0*49:10:3:0*22:9:1:0*39:13:2:0*4:4:0:1*20:7:1:0*31:5:2:0*43:4:3:0*29:3:2:0*6:6:0:0*15:2:1:0*5:5:0:1*2:2:0:0*48:9:3:0*47:8:3:0*9:9:0:0*33:7:2:0*28:2:2:0*37:11:2:0*36:10:2:0*7:7:0:0*24:11:1:0*16:3:1:0*40:1:3:0*8:8:0:0*17:4:1:0*14:1:1:0*44:5:3:0*10:10:0:0*18:5:1:0*42:3:3:0*41:2:3:0*3:3:0:0*25:12:1:0*51:12:3:0*19:6:1:0,1:27:-103*2:32:-1*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:14:-101*5:-1:-1*1:18:45*1:5:32*2:15:-1*1:15:14*2:6:-1*5:-1:-1*5:-1:-1*6:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:40:-104*1:16:15*5:-1:-1*1:44:6*1:17:16*1:18:17*5:-1:-1*1:41:40*1:42:41*1:10:50*5:-1:-1*1:51:13*5:-1:-1*1:19:18*1:25:52*1:50:25*2:1:-1*1:1:-102*2:21:-1*6:-1:-1*5:-1:-1*5:-1:-1*1:28:27*1:33:21*1:6:33*2:29:-1*1:29:28*2:43:-1*1:43:42*2:31:-1*1:44:43*1:45:44*2:46:-1*1:46:45*2:26:-1*1:31:6*2:20:-1*1:20:19*1:26:-111*2:34:-1*5:-1:-1*1:7:34*1:32:7*2:30:-1*1:30:29*1:31:30*5:-1:-1*6:-1:-1*5:-1:-1*1:47:46*1:48:47*1:2:1*5:-1:-1*5:-1:-1*1:3:2*1:4:3*2:39:-1*1:5:4*1:6:5*1:32:31*1:33:32*1:21:20*2:38:-1*1:7:6*1:34:33*2:11:-1*1:8:7*1:39:-107*2:22:-1*1:22:21*2:49:-1*1:49:48*2:35:-1*1:35:34*2:23:-1*1:23:22*1:24:23*1:36:35*1:37:36*1:38:37*1:39:38*1:9:8*1:10:9*1:50:49*1:51:50*1:25:24*1:11:10*1:52:51*2:12:-1*1:12:11*1:13:12*1:26:25,Minimal,52,89,4,157833,00:00:02.7451367,2
100140,3,'104032082103042134051124043021014072054052074013061053071121063084034031132091081114083123022012101111122024033092131112073023064011102044041094062113133093',+TS*3D*+QS*8D*4H*+5D*TH*2C*7S*+7C*4D*AS*AH*QC*+3S*KS*7D*6C*6H*3C*+9C*5C*5S*5H*8S*KD*8C*+JS*8H*QH*2D*AD*TC*JC*QD*2S*3H*9D*KC*JD*7H*2H*6S*AC*TD*4S*4C*9S*6D*JH*KH*9H,49:10:3:1*3:3:0:0*51:12:3:1*8:8:0:0*17:4:1:0*5:5:0:1*23:10:1:0*28:2:2:0*46:7:3:0*33:7:2:1*4:4:0:0*40:1:3:0*14:1:1:0*38:12:2:0*42:3:3:1*52:13:3:0*7:7:0:0*32:6:2:0*19:6:1:0*29:3:2:0*35:9:2:1*31:5:2:0*44:5:3:0*18:5:1:0*47:8:3:0*13:13:0:0*34:8:2:0*50:11:3:1*21:8:1:0*25:12:1:0*2:2:0:0*1:1:0:0*36:10:2:0*37:11:2:0*12:12:0:0*41:2:3:0*16:3:1:0*9:9:0:0*39:13:2:0*11:11:0:0*20:7:1:0*15:2:1:0*45:6:3:0*27:1:2:0*10:10:0:0*43:4:3:0*30:4:2:0*48:9:3:0*6:6:0:0*24:11:1:0*26:13:1:0*22:9:1:0,5:-1:-1*1:2:42*5:-1:-1*5:-1:-1*5:-1:-1*1:11:51*1:49:11*1:39:-105*1:9:49*5:-1:-1*5:-1:-1*5:-1:-1*1:6:33*5:-1:-1*6:-1:-1*5:-1:-1*1:1:-102*1:2:1*5:-1:-1*1:12:39*1:50:12*2:34:-1*5:-1:-1*1:20:34*5:-1:-1*1:27:-103*1:34:9*2:13:-1*1:45:20*1:5:45*2:17:-1*1:42:17*2:38:-1*1:38:13*2:14:-1*1:14:-101*2:40:-1*1:40:-104*2:4:-1*1:15:14*1:16:15*1:41:40*1:42:41*1:17:16*2:8:-1*1:33:8*2:46:-1*1:8:35*5:-1:-1*5:-1:-1*1:26:-107*1:51:26*2:3:-1*1:3:2*1:4:3*1:5:4*1:6:5*1:24:38*5:-1:-1*6:-1:-1*5:-1:-1*1:36:24*5:-1:-1*1:43:42*1:13:-106*2:47:-1*5:-1:-1*1:22:36*1:47:22*2:18:-1*1:18:17*2:44:-1*1:44:43*2:31:-1*1:45:44*1:46:45*2:28:-1*1:28:27*2:23:-1*1:47:46*1:48:47*1:35:23*2:29:-1*1:29:28*2:19:-1*1:19:18*2:32:-1*1:20:19*1:30:29*1:31:30*1:32:31*2:7:-1*1:33:32*1:34:33*1:7:6*2:52:-1*1:8:7*1:9:8*1:35:34*1:49:48*1:50:49*1:10:9*1:11:10*1:51:50*1:37:12*1:25:52*1:21:20*1:22:21*1:36:35*1:37:36*1:23:22*1:12:11*1:24:23*1:38:37*1:39:38*1:13:12*1:25:24*1:26:25*1:52:51,Minimal,52,96,3,359283,00:00:06.2819353,1
100150,3,'104123031101124131093043012041014053113094112134133052122024033063074073083071121021034111023061103064042092082054114102032044072062084051132011091081013022',+TS*QH*+4H*3C*AD*+9S*TC*4C*JD*+QD*QS*AS*KS*2S*+7S*KC*5H*KH*3H*7H*+7C*9H*JH*5D*6H*8H*QC*+2C*3S*JC*2H*6C*TH*6S*4D*9D*8D*5S*JS*TD*3D*4S*7D*6D*8S*5C*KD*AC*9C*8C*AH*2D,49:10:3:1*25:12:1:0*17:4:1:1*29:3:2:0*1:1:0:0*48:9:3:1*36:10:2:0*30:4:2:0*11:11:0:0*12:12:0:1*51:12:3:0*40:1:3:0*52:13:3:0*41:2:3:0*46:7:3:1*39:13:2:0*18:5:1:0*26:13:1:0*16:3:1:0*20:7:1:0*33:7:2:1*22:9:1:0*24:11:1:0*5:5:0:0*19:6:1:0*21:8:1:0*38:12:2:0*28:2:2:1*42:3:3:0*37:11:2:0*15:2:1:0*32:6:2:0*23:10:1:0*45:6:3:0*4:4:0:0*9:9:0:0*8:8:0:0*44:5:3:0*50:11:3:0*10:10:0:0*3:3:0:0*43:4:3:0*7:7:0:0*6:6:0:0*47:8:3:0*31:5:2:0*13:13:0:0*27:1:2:0*35:9:2:0*34:8:2:0*14:1:1:0*2:2:0:0,5:-1:-1*5:-1:-1*5:-1:-1*1:8:48*1:9:49*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*6:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:50:12*5:-1:-1*5:-1:-1*1:47:9*5:-1:-1*1:27:-103*1:28:27*2:38:-1*5:-1:-1*1:14:-101*5:-1:-1*6:-1:-1*5:-1:-1*1:15:14*5:-1:-1*5:-1:-1*1:10:50*1:48:10*2:1:-1*1:1:-102*2:29:-1*1:29:28*1:33:8*2:20:-1*1:20:47*2:16:-1*5:-1:-1*5:-1:-1*1:13:-107*1:38:13*2:21:-1*1:46:21*2:41:-1*1:41:16*2:52:-1*1:12:52*2:11:-1*1:11:38*2:30:-1*1:30:29*2:36:-1*1:31:30*1:36:11*1:52:-108*2:40:-1*1:40:-104*2:51:-1*1:41:40*1:16:15*2:26:-1*1:17:16*2:25:-1*1:6:46*5:-1:-1*1:2:1*6:-1:-1*5:-1:-1*1:32:31*1:33:32*1:37:25*1:42:41*5:-1:-1*5:-1:-1*1:43:42*1:3:2*1:44:43*1:4:3*1:45:44*1:51:26*1:26:-109*2:18:-1*1:18:17*2:39:-1*1:23:37*5:-1:-1*1:34:33*1:35:23*1:21:35*2:19:-1*1:19:18*2:5:-1*1:5:4*2:24:-1*1:20:19*1:6:5*1:46:45*1:47:46*1:21:20*1:35:34*1:36:35*1:7:6*1:8:7*1:9:8*1:48:47*1:49:48*1:10:9*1:11:10*1:50:49*1:12:11*1:51:50*1:52:51*1:24:38*2:22:-1*1:22:21*1:23:22*1:37:36*1:24:23*1:25:24*1:38:37*1:13:12*1:26:25*1:39:38,Minimal,52,102,4,1221721,00:00:27.0804979,1
100160,3,'031082043041064073122132112103072131061024114051071053083033133104101091052111134063094113012022062014124021092121023054032074084081123034011102044093042013',+3C*8D*+KD*4H*JD*+2S*4C*TH*JS*+8H*6S*7D*5C*3H*+TC*7H*KC*7C*KH*9C*+JC*QD*6C*5H*TS*5D*KS*+6H*9S*JH*AD*2D*6D*AS*QS*2C*9D*QC*2H*5S*3D*7S*8S*8C*QH*3S*AC*TD*4S*9H*4D*AH,29:3:2:1*8:8:0:0*13:13:0:1*17:4:1:0*11:11:0:0*41:2:3:1*30:4:2:0*23:10:1:0*50:11:3:0*21:8:1:1*45:6:3:0*7:7:0:0*31:5:2:0*16:3:1:0*36:10:2:1*20:7:1:0*39:13:2:0*33:7:2:0*26:13:1:0*35:9:2:0*37:11:2:1*12:12:0:0*32:6:2:0*18:5:1:0*49:10:3:0*5:5:0:0*52:13:3:0*19:6:1:1*48:9:3:0*24:11:1:0*1:1:0:0*2:2:0:0*6:6:0:0*40:1:3:0*51:12:3:0*28:2:2:0*9:9:0:0*38:12:2:0*15:2:1:0*44:5:3:0*3:3:0:0*46:7:3:0*47:8:3:0*34:8:2:0*25:12:1:0*42:3:3:0*27:1:2:0*10:10:0:0*43:4:3:0*22:9:1:0*4:4:0:0*14:1:1:0,5:-1:-1*1:1:-102*5:-1:-1*1:40:-104*1:41:40*2:11:-1*5:-1:-1*1:9:36*5:-1:-1*1:44:19*5:-1:-1*1:47:9*1:46:21*5:-1:-1*1:42:41*5:-1:-1*1:43:42*1:10:37*1:27:-103*1:19:46*2:52:-1*1:25:52*5:-1:-1*1:14:-101*1:37:25*2:35:-1*1:4:44*6:-1:-1*5:-1:-1*1:2:1*5:-1:-1*1:28:27*1:29:28*5:-1:-1*1:3:2*1:4:3*1:44:43*1:15:14*1:52:-105*2:5:-1*1:5:4*2:49:-1*1:35:10*2:26:-1*1:38:26*1:51:13*1:6:5*1:24:51*1:36:24*2:16:-1*1:16:15*2:31:-1*1:31:19*2:7:-1*1:7:6*2:45:-1*1:45:44*1:13:-109*2:8:-1*1:8:7*1:26:-106*2:33:-1*1:19:33*1:46:45*1:47:46*1:9:8*1:48:47*1:49:48*2:18:-1*1:21:35*2:50:-1*1:50:49*2:23:-1*1:35:23*1:10:9*1:11:10*2:17:-1*1:17:16*1:18:17*2:32:-1*1:23:37*2:30:-1*1:30:29*1:31:30*1:19:18*1:32:31*2:12:-1*1:33:32*2:39:-1*1:12:11*1:39:-107*2:20:-1*1:20:19*1:21:20*5:-1:-1*1:22:21*1:34:33*1:35:34*1:23:22*1:36:35*1:37:36*1:38:37*1:24:23*1:25:24*1:26:25*1:39:38*1:51:50*1:52:51*1:13:12,Minimal,52,87,2,15752801,00:05:59.2808317,2
100170,3,'052092083072082094084121101134061111091041081093122133071021051073044132131074064124012014112011031034024063043123104042113033032062022054114103102013023053',+5D*9D*+QC*8H*TC*+4C*7D*KS*8C*+7C*8D*6C*9H*2C*+4S*9S*JC*QD*5C*KD*+7S*8S*9C*KH*7H*KC*6S*+QS*AD*AS*JD*AC*3C*3S*2S*6H*4H*QH*TS*4D*JH*3H*3D*6D*2D*5S*JS*TH*TD*AH*2H*5H,5:5:0:1*9:9:0:0*38:12:2:1*21:8:1:0*36:10:2:0*30:4:2:1*7:7:0:0*52:13:3:0*34:8:2:0*33:7:2:1*8:8:0:0*32:6:2:0*22:9:1:0*28:2:2:0*43:4:3:1*48:9:3:0*37:11:2:0*12:12:0:0*31:5:2:0*13:13:0:0*46:7:3:1*47:8:3:0*35:9:2:0*26:13:1:0*20:7:1:0*39:13:2:0*45:6:3:0*51:12:3:1*1:1:0:0*40:1:3:0*11:11:0:0*27:1:2:0*29:3:2:0*42:3:3:0*41:2:3:0*19:6:1:0*17:4:1:0*25:12:1:0*49:10:3:0*4:4:0:0*24:11:1:0*16:3:1:0*3:3:0:0*6:6:0:0*2:2:0:0*44:5:3:0*50:11:3:0*23:10:1:0*10:10:0:0*14:1:1:0*15:2:1:0*18:5:1:0,5:-1:-1*1:11:51*1:40:-104*1:1:-102*1:30:5*2:36:-1*1:36:11*2:21:-1*1:46:21*2:13:-1*1:51:13*2:45:-1*1:5:45*1:13:-105*2:31:-1*5:-1:-1*5:-1:-1*1:17:31*1:19:33*1:41:40*1:42:41*1:43:42*2:28:-1*1:29:17*1:27:-103*1:28:27*2:22:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:44:43*1:2:1*1:6:46*1:3:2*1:22:36*2:32:-1*1:16:30*5:-1:-1*5:-1:-1*1:18:32*1:15:29*1:14:-101*1:15:14*1:29:28*1:16:15*1:17:16*1:18:17*1:30:29*1:31:30*2:12:-1*1:19:18*1:32:31*2:8:-1*1:33:32*2:34:-1*1:34:33*2:52:-1*6:-1:-1*5:-1:-1*1:4:3*1:5:4*1:6:5*1:45:44*2:39:-1*1:46:45*1:12:39*2:37:-1*1:37:12*2:48:-1*1:8:48*1:39:-109*2:20:-1*1:20:19*2:26:-1*1:21:20*1:22:21*1:26:-107*2:35:-1*1:35:34*2:47:-1*1:47:46*1:36:35*1:37:36*1:38:37*2:9:-1*1:52:-111*2:7:-1*1:7:6*1:8:7*1:9:8*1:48:47*1:49:48*5:-1:-1*1:23:22*1:50:49*1:24:23*1:25:24*1:26:25*5:-1:-1*1:10:9*1:11:10*1:51:50*1:12:11*1:13:12*1:39:38*1:52:51,Minimal,52,84,2,992534,00:00:20.1488406,2
100180,3,'032124073111061134083113114091052092084051131101122123064132093041033063133082011021044053042112013094121024104081102071034031023054074012103022062072014043',+3D*QS*+JH*7H*JS*+5C*JC*9C*KC*+6S*6C*5D*TC*KD*+3H*KS*9D*QD*9H*6H*+8D*8H*8S*QH*4C*KH*AC*+2C*4S*5H*4D*JD*AH*9S*QC*2S*TS*8C*TD*7C*3S*3C*2H*5S*7S*AD*TH*2D*6D*7D*AS*4H,3:3:0:1*51:12:3:0*24:11:1:1*20:7:1:0*50:11:3:0*31:5:2:1*37:11:2:0*35:9:2:0*39:13:2:0*45:6:3:1*32:6:2:0*5:5:0:0*36:10:2:0*13:13:0:0*16:3:1:1*52:13:3:0*9:9:0:0*12:12:0:0*22:9:1:0*19:6:1:0*8:8:0:1*21:8:1:0*47:8:3:0*25:12:1:0*30:4:2:0*26:13:1:0*27:1:2:0*28:2:2:1*43:4:3:0*18:5:1:0*4:4:0:0*11:11:0:0*14:1:1:0*48:9:3:0*38:12:2:0*41:2:3:0*49:10:3:0*34:8:2:0*10:10:0:0*33:7:2:0*42:3:3:0*29:3:2:0*15:2:1:0*44:5:3:0*46:7:3:0*1:1:0:0*23:10:1:0*2:2:0:0*6:6:0:0*7:7:0:0*40:1:3:0*17:4:1:0,1:28:3*2:27:-1*1:27:-103*2:26:-1*1:28:27*5:-1:-1*1:4:31*1:18:45*5:-1:-1*5:-1:-1*1:49:24*5:-1:-1*1:33:8*5:-1:-1*5:-1:-1*1:1:-102*5:-1:-1*1:6:33*1:2:1*1:3:2*1:4:3*1:31:6*2:50:-1*1:23:50*5:-1:-1*1:17:31*1:40:-104*1:26:-105*2:30:-1*6:-1:-1*5:-1:-1*1:14:-101*5:-1:-1*1:41:40*1:38:26*1:48:23*1:11:38*1:43:18*5:-1:-1*1:42:41*1:43:42*5:-1:-1*1:44:43*1:15:14*1:16:15*2:13:-1*1:17:16*1:18:17*1:45:44*2:39:-1*1:29:28*1:30:29*2:25:-1*1:31:30*1:8:48*2:19:-1*1:19:18*2:22:-1*1:50:25*2:20:-1*1:20:19*1:13:-107*2:36:-1*1:36:11*2:5:-1*1:5:4*2:32:-1*1:32:31*1:6:5*1:33:32*5:-1:-1*1:7:6*1:8:7*1:46:45*1:25:39*2:47:-1*1:47:46*2:21:-1*1:48:47*1:21:20*1:22:21*2:12:-1*1:49:48*1:23:22*1:24:23*2:51:-1*1:50:49*1:51:50*1:25:24*1:12:39*2:9:-1*1:9:8*2:52:-1*1:52:51*1:10:9*1:34:33*1:39:-106*2:35:-1*1:35:34*2:37:-1*1:36:35*1:11:10*1:12:11*1:37:36*1:38:37*1:26:25*1:39:38*1:13:12,Minimal,52,86,2,740866,00:00:13.0389781,4
100190,3,'124131101092074033082024121133093014072083051104043114102081032094023012061054011021063111113034064071031022123091044053013042103132041084052112134122073062',+QS*KC*+2S*TC*QC*+8H*9D*KH*5C*+TD*7S*9H*TS*8C*+2H*3H*AS*4H*3D*AD*+5S*8D*7D*JS*9S*6C*AC*+2C*6H*JC*JH*3S*6S*7C*3C*2D*QH*9C*4S*5H*AH*4D*TH*KD*4C*8S*5D*JD*KS*QD*7H*6D,51:12:3:1*39:13:2:0*41:2:3:1*36:10:2:0*38:12:2:0*21:8:1:1*9:9:0:0*26:13:1:0*31:5:2:0*10:10:0:1*46:7:3:0*22:9:1:0*49:10:3:0*34:8:2:0*15:2:1:1*16:3:1:0*40:1:3:0*17:4:1:0*3:3:0:0*1:1:0:0*44:5:3:1*8:8:0:0*7:7:0:0*50:11:3:0*48:9:3:0*32:6:2:0*27:1:2:0*28:2:2:1*19:6:1:0*37:11:2:0*24:11:1:0*42:3:3:0*45:6:3:0*33:7:2:0*29:3:2:0*2:2:0:0*25:12:1:0*35:9:2:0*43:4:3:0*18:5:1:0*14:1:1:0*4:4:0:0*23:10:1:0*13:13:0:0*30:4:2:0*47:8:3:0*5:5:0:0*11:11:0:0*52:13:3:0*12:12:0:0*20:7:1:0*6:6:0:0,5:-1:-1*1:24:51*5:-1:-1*1:33:21*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*5:-1:-1*1:6:33*1:44:6*2:1:-1*1:1:-102*2:3:-1*1:28:3*2:27:-1*1:27:-103*2:32:-1*1:28:27*6:-1:-1*5:-1:-1*5:-1:-1*1:2:1*1:3:2*2:17:-1*1:29:28*1:17:44*2:40:-1*1:40:-104*2:16:-1*1:41:40*2:39:-1*5:-1:-1*5:-1:-1*1:4:3*1:14:-101*1:15:14*2:34:-1*1:16:15*1:17:16*1:18:32*1:43:18*5:-1:-1*1:30:29*1:13:-110*5:-1:-1*5:-1:-1*1:20:34*6:-1:-1*5:-1:-1*1:42:41*1:43:42*1:44:43*1:18:17*5:-1:-1*1:35:10*1:25:39*1:45:44*1:37:25*1:19:18*1:20:19*1:10:37*2:31:-1*1:31:30*2:26:-1*1:32:31*2:48:-1*5:-1:-1*1:5:4*1:6:5*1:33:32*1:21:20*2:38:-1*1:34:33*2:49:-1*1:35:34*1:38:26*2:36:-1*1:36:35*1:49:24*2:22:-1*1:22:21*2:46:-1*1:46:45*1:47:46*1:48:47*2:50:-1*1:49:48*1:50:49*2:7:-1*1:7:6*2:8:-1*1:8:7*1:23:22*1:24:23*1:51:50*1:26:-105*2:9:-1*1:9:8*1:10:9*1:37:36*1:38:37*1:25:24*1:26:25*5:-1:-1*1:12:39*1:52:51*1:11:10*1:12:11*1:39:38*1:13:12,Minimal,52,89,3,119050,00:00:02.5965050,2
